Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Lab Consumables                                   ,Palaeontology Research                            ,PAYPAL  WEBLITESOLU                               ,PGPI         672                                  ,              19.2000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,VWR INTERNATIONAL LTD                             ,PGPI         590                                  ,             183.7000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Lab Consumables                                   ,Palaeontology Research                            ,WWW.AVANQUEST.COM                                 ,PGPI         672                                  ,              69.9900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Lab Consumables                                   ,Mineralogy Curation                               ,WWW.CULTPENS.COM                                  ,PGPI         590                                  ,             218.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,WWW.WATDON.CO.UK                                  ,PGPI         590                                  ,              93.5600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Licences (TV / Other / non IT)                    ,Estates Management                                ,TVLICENSING.CO.UK                                 ,PGPI         505                                  ,             145.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Materials & Props                                 ,VE Production Display & Conservation              ,WASSELLS ARBORICULTURAL S                         ,PGPI         571                                  ,             360.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - General Running Costs                        ,Palaeontology Curation                            ,PALEO-TECH CONCEPTS                               ,PGPI         590                                  ,             472.6600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - General Running Costs                        ,Science Group Enquiries                           ,PARCELFORCE WORLDWIDE                             ,PGPI         673                                  ,              23.8600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - General Running Costs                        ,Sci L&A Collections&Reader Services               ,WWW.KOOLKREW.COM                                  ,PGPI         590                                  ,              13.5400,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,Entomology Research                               ,Amazon  Mktplce EU-UK                             ,PGPI         590                                  ,             158.4400,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,HOSTEL WORLD                                      ,PGPI         590                                  ,              45.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Science Group Enquiries                           ,PREMIER INN44014775                               ,PGPI         590                                  ,              52.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Science Group Enquiries                           ,SELFSERVE TICKET                                  ,PGPI         673                                  ,              12.9000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,TFL CC/LEZ CHARGE                                 ,PGPI         590                                  ,              10.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,WWW.REDSPOTTEDHANK                                ,PGPI         590                                  ,              36.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,WWW.REDSPOTTEDHANK                                ,PGPI         590                                  ,              94.4000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Science Group Enquiries                           ,WWW.REDSPOTTEDHANK                                ,PGPI         590                                  ,             154.6000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,WWW.REDSPOTTEDHANK                                ,PGPI         590                                  ,             371.7000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL EXPRESS                                       ,PGPI         590                                  ,              12.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL EXPRESS                                       ,PGPI         590                                  ,              46.4300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL EXPRESS                                       ,PGPI         590                                  ,              81.9700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Barclay Card                                      ,PGPI         505                                  ,               7.0900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Barclay Card                                      ,PGPI         590                                  ,               2.0600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - General Running Costs                       ,Entomology Research                               ,Amazon  Mktplce EU-UK                             ,PGPI         590                                  ,             -88.2900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - General Running Costs                       ,Entomology Admin                                  ,RBI SUTTON PAYMENTS                               ,PGPI         590                                  ,            1750.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Hospitality                                 ,Botany Research                                   ,NATURAL HISTORY MUSEUM                            ,PGPI         590                                  ,             175.1000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Hospitality                                 ,Zoology Research CLSD                             ,NATURAL HISTORY MUSEUM                            ,PGPI         590                                  ,             186.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,ONLINE PAYMENTS BARCLA                            ,PGPI         590                                  ,             900.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,BELL CONTAINER TRADING                            ,PGPI         590                                  ,             324.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Security ID System                                ,Est Security SK                                   ,PAYNE SECURITY                                    ,PGPI         505                                  ,             534.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Specimen Conservation                             ,Collections Committee (Furniture)                 ,Amazon  Mktplce EU-UK                             ,PGPI         590                                  ,               3.1600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Vehicle Fuel Purchases                            ,Estates Stationery & Transport                    ,SHB 4X4                                           ,PGPI         505                                  ,              11.2500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Vehicle Hire                                      ,Estates Stationery & Transport                    ,AA EUROPEAN BREAKDOWN                             ,PGPI         505                                  ,              44.4900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Vehicle Hire                                      ,Estates Stationery & Transport                    ,SHB 4X4                                           ,PGPI         505                                  ,             125.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,EXPRESS INSTRUMENT HIR                            ,PGPI         668                                  ,             227.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,IRONMONGERY DIRECT LTD                            ,PGPI         668                                  ,              94.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Hospitality                                       ,Estates Management                                ,NATURAL HISTORY MUSEUM                            ,PGPI         668                                  ,              28.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,               2.4000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,               3.6700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,               4.6600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,               5.4900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,               6.7600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,              18.4800,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,              20.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,              21.9900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,              24.9600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon  Mktplce EU-UK                             ,PGPI         668                                  ,              38.7300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon EU                                         ,PGPI         668                                  ,               8.8200,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,Amazon EU                                         ,PGPI         668                                  ,              34.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,B S R I A                                         ,PGPI         668                                  ,             269.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,WWW.THEIET.ORG                                    ,PGPI         668                                  ,             275.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Barclay Card                                      ,PGPI         668                                  ,               4.0300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Vehicle Hire                                      ,Estates Stationery & Transport                    ,ARNOLD CLARK AUTO                                 ,PGPI         668                                  ,             120.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Vehicle Leasing Costs                             ,Estates Stationery & Transport                    ,ARNOLD CLARK AUTO                                 ,PGPI         668                                  ,            1005.8400,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon  Mktplce EU-UK                             ,PGPI         652                                  ,               7.3700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon  Mktplce EU-UK                             ,PGPI         652                                  ,              88.5500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon  Mktplce EU-UK                             ,PGPI         652                                  ,              90.8300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon  Mktplce EU-UK                             ,PGPI         652                                  ,             116.8400,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon  Mktplce EU-UK                             ,PGPI         652                                  ,             441.8700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              12.9100,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              28.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              29.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              33.2500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              47.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              61.7500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              65.0800,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              71.2500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              86.4500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,Amazon EU                                         ,PGPI         652                                  ,              88.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,HADRIAN BOOKS LTD                                 ,PGPI         652                                  ,              84.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,HAMPSHIRE RECORD OFFIC                            ,PGPI         652                                  ,              60.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,              12.2900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,              34.4000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,              45.9300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,              98.5300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,             101.7300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,             210.4100,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,             216.7200,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,NHBS LTD                                          ,PGPI         652                                  ,             606.7700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,RARE BOOKS                                        ,PGPI         652                                  ,              81.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,WWW.KOELTZ.COM                                    ,PGPI         652                                  ,              56.4500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,WWW.KOELTZ.COM                                    ,PGPI         652                                  ,              63.1900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Acquisitions (Books & Collections)                ,Sci L&A Collections&Reader Services               ,WWW.KOELTZ.COM                                    ,PGPI         652                                  ,             201.4600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Conference (delegate) Fees                        ,PEG Interactive Media CLOSED                      ,PCPM LTD                                          ,PGPI         519                                  ,             458.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Conference (delegate) Fees                        ,PEG Interactive Media CLOSED                      ,PCPM LTD                                          ,PGPI         519                                  ,            1166.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Conference (delegate) Fees                        ,Science Research & Consulting Office              ,WESTMINSTER FORUM                                 ,PGPI         664                                  ,             190.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,37SIGNALS-CHARGE.COM                              ,PGPI         670                                  ,              12.8100,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,               4.4100,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,              14.5200,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,              33.5300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,              67.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,             106.4800,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon  Mktplce EU-UK                             ,PGPI         670                                  ,             116.9500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon EU                                         ,PGPI         670                                  ,              47.5700,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Amazon EU                                         ,PGPI         670                                  ,              73.1800,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,SIMMS INTERNATIONAL PLC                           ,PGPI         670                                  ,               2.0900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,SIMMS INTERNATIONAL PLC                           ,PGPI         670                                  ,             116.3600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,SKYPE COMMUNICATIO                                ,PGPI         670                                  ,              11.5000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,SNOW AND ROCK                                     ,PGPI         670                                  ,             529.9600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,PEG Learning Programme Developers                 ,ABEBOOKS.COM                                      ,PGPI         646                                  ,              24.9900,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Science Research & Consulting Office              ,APCOA -LGW AIRPORT                                ,PGPI         617                                  ,             -88.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Science Research & Consulting Office              ,APCOA -LGW AIRPORT                                ,PGPI         617                                  ,              88.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Science Research & Consulting Office              ,Barclay Card                                      ,PGPI         617                                  ,               3.3600,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Palaeontology Research                            ,Barclay Card                                      ,PGPI         617                                  ,              12.3300,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Mineralogy Curation                               ,CARHIRE                                           ,PGPI         671                                  ,             286.2200,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Science Research & Consulting Office              ,DB BAHN AUTOMATEN                                 ,PGPI         617                                  ,               2.5800,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Palaeontology Research                            ,FIRST GREATER WESTERN                             ,PGPI         592                                  ,              21.9500,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Palaeontology Research                            ,FIRST GREATER WESTERN                             ,PGPI         617                                  ,              29.3000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Science Research & Consulting Office              ,GATWICK AIRPORT APCOA                             ,PGPI         617                                  ,              50.3000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Mineralogy Curation                               ,HEATHROW RAIL LINK                                ,PGPI         671                                  ,              20.0000,NULL                                              
DCMS                                              ,NHM                                               ,2013-03-18 00:00:00.000,EXF - Travel                                      ,Mineralogy Curation                               ,HIFALUTIN WESTERN GRILL                           ,PGPI         671                                  ,             157.5500,NULL                                              
