"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"DELTA/NAHANNI (EW699-170946/001/NCS~003)","DELTA/NAHANNI (EW699-170946/001/NCS~003)","EW699-170946/001/NCS","003","EW699-170946","","EW699-170946/001/NCS","5","","2019-09-10","","","2021-03-31","109096.00","18595921.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Highest Combined Rating of Technical Merit and Price","Cote combinée la plus élevée pour le mérite technique et le prix","","","*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-Colombia Free Trade Agreement
* Other trade agreements not listed here may apply
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Peru Free Trade Agreement (CPFTA)
*North American Free Trade Agreement (NAFTA)
*Canada-Panama Free Trade Agreement","*Accord de libre-échange Canada-Chili (ALECC)
*Accord de libre-échange Canada-Colombie
*d'autres accords commerciaux non répertoriés ici peuvent s'appliquer
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Pérou (ALECP)
*Accord de libre-échange nord-américain (ALENA)
*Accord de libre-échange Canada-Panama","","","NAHANNI CONSTRUCTION LTD., DELTA ENGINEERING LTD., IN JOINT VENTURE","NAHANNI CONSTRUCTION LTD., DELTA ENGINEERING LTD., IN JOINT VENTURE","DELTA/NAHANNI","DELTA/NAHANNI","DELTA/NAHANNI","DELTA/NAHANNI","1 to 4 employees","1 à 4 employés","P.O. Box 2076<br>100 Nahanni Drive","P.O. Box 2076<br>100 Nahanni Drive","Yellowknife","Yellowknife","Northwest Territories","Northwest Territories","X1A2P6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","ENVIRONMENTAL SERVS","N/D","ATB PLACE, NORTH TOWER<br>10025 JASPER AVE,EDMONTON,Alberta,T5J1S6,Canada","ATB PLACE, NORTH TOWER<br>10025 JASPER AVE,EDMONTON,Alberta,T5J1S6,Canada","","","","","","","","","","","","","","","",""
"NAPP ENTERPRISES LTD (EZ899-193047/001/PWY~001)","NAPP ENTERPRISES LTD (EZ899-193047/001/PWY~001)","EZ899-193047/001/PWY","001","EZ899-193047","","EZ899-193047/001/PWY","2","","2019-05-21","","","2019-03-31","22117.00","52017.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*None","*Aucun","","","Napp Enterprises Ltd.","Napp Enterprises Ltd.","NAPP ENTERPRISES LTD","NAPP ENTERPRISES LTD","Napp Enterprises Ltd.","Napp Enterprises Ltd.","10 to 19 employees","10 à 19 employés","12160 E Beaverly Road","12160 E Beaverly Road","Prince George","Prince George","British Columbia","British Columbia","V2N6L5","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"BLUECON (EZ899-201165/001/PWY~000)","BLUECON (EZ899-201165/001/PWY~000)","EZ899-201165/001/PWY","000","EZ899-201165","","EZ899-201165/001/PWY","4","","2019-11-20","","","2020-01-02","178000.00","236417.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BLUECON CONTRACTING LTD.","BLUECON CONTRACTING LTD.","BLUECON","BLUECON","BLUECON","BLUECON","1 to 4 employees","1 à 4 employés","5-704 6th Street","5-704 6th Street","New Westminster","New Westminster","British Columbia","British Columbia","V3L3C5","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"BLUECON (EZ899-201165/001/PWY~001)","BLUECON (EZ899-201165/001/PWY~001)","EZ899-201165/001/PWY","001","EZ899-201165","","EZ899-201165/001/PWY","4","","2020-02-10","","","2020-03-27","30900.00","236417.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BLUECON CONTRACTING LTD.","BLUECON CONTRACTING LTD.","BLUECON","BLUECON","BLUECON","BLUECON","1 to 4 employees","1 à 4 employés","5-704 6th Street","5-704 6th Street","New Westminster","New Westminster","British Columbia","British Columbia","V3L3C5","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"BLUECON (EZ899-201165/001/PWY~002)","BLUECON (EZ899-201165/001/PWY~002)","EZ899-201165/001/PWY","002","EZ899-201165","","EZ899-201165/001/PWY","4","","2020-03-06","","","2020-03-27","7896.00","236417.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BLUECON CONTRACTING LTD.","BLUECON CONTRACTING LTD.","BLUECON","BLUECON","BLUECON","BLUECON","1 to 4 employees","1 à 4 employés","5-704 6th Street","5-704 6th Street","New Westminster","New Westminster","British Columbia","British Columbia","V3L3C5","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"BLUECON (EZ899-201165/001/PWY~003)","BLUECON (EZ899-201165/001/PWY~003)","EZ899-201165/001/PWY","003","EZ899-201165","","EZ899-201165/001/PWY","4","","2020-03-16","","","2020-03-27","19621.00","236417.00","CAD","","","*5112B","*Demolition Work","*Travaux de démolition","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BLUECON CONTRACTING LTD.","BLUECON CONTRACTING LTD.","BLUECON","BLUECON","BLUECON","BLUECON","1 to 4 employees","1 à 4 employés","5-704 6th Street","5-704 6th Street","New Westminster","New Westminster","British Columbia","British Columbia","V3L3C5","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"CONSTRUCTION JESSIKO INC (21301-201888/001/MTC~000)","CONSTRUCTION JESSIKO INC (21301-201888/001/MTC~000)","21301-201888/001/MTC","000","21301-201888","","21301-201888/001/MTC","3","","2019-04-24","","","2019-07-31","1006520.00","1031948.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Construction Jessiko inc.","Construction Jessiko inc.","CONSTRUCTION JESSIKO INC","CONSTRUCTION JESSIKO INC","Construction Jessiko inc.","Construction Jessiko inc.","5 to 9 employees","5 à 9 employés","51 Des Ateliers","51 Des Ateliers","Lavaltrie","Lavaltrie","Quebec","Quebec","J5T3R3","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Correctional Service of Canada","Service correctionnel du Canada","REGIONAL ADMINISTRATION","ADMINISTRATION REGIONALE","2E ETAGE<br>3 PLACE LAVAL,LAVAL,Quebec,H7N1A2,Canada","2E ETAGE<br>3 PLACE LAVAL,LAVAL,Quebec,H7N1A2,Canada","","","","","","","","","","","","","","","",""
"CONSTRUCTION JESSIKO INC (21301-201888/001/MTC~001)","CONSTRUCTION JESSIKO INC (21301-201888/001/MTC~001)","21301-201888/001/MTC","001","21301-201888","","21301-201888/001/MTC","3","","2019-09-20","","","2019-07-31","22499.00","1031948.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Construction Jessiko inc.","Construction Jessiko inc.","CONSTRUCTION JESSIKO INC","CONSTRUCTION JESSIKO INC","Construction Jessiko inc.","Construction Jessiko inc.","5 to 9 employees","5 à 9 employés","51 Des Ateliers","51 Des Ateliers","Lavaltrie","Lavaltrie","Quebec","Quebec","J5T3R3","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Correctional Service of Canada","Service correctionnel du Canada","REGIONAL ADMINISTRATION","ADMINISTRATION REGIONALE","2E ETAGE<br>3 PLACE LAVAL,LAVAL,Quebec,H7N1A2,Canada","2E ETAGE<br>3 PLACE LAVAL,LAVAL,Quebec,H7N1A2,Canada","","","","","","","","","","","","","","","",""
"HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~000)","HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~000)","5P437-190013/001/PWY","000","5P437-190013","","5P437-190013/001/PWY","3","","2019-05-08","","","2021-01-20","21934801.00","22896297.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Highest Combined Rating of Technical Merit and Price","Cote combinée la plus élevée pour le mérite technique et le prix","","","*None","*Aucun","","","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","HAZELWOOD CONSTRUCTION SERVICES INC","HAZELWOOD CONSTRUCTION SERVICES INC","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","20 to 49 employees","20 à 49 employés","1930 Bollinger Road","1930 Bollinger Road","Nanaimo","Nanaimo","British Columbia","British Columbia","V9S5W9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Parks Canada","Parcs Canada","PACIFIC RIM NATL PARK  RESERVE","N/D","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","","","","","","","","","","","","","","","",""
"HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~001)","HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~001)","5P437-190013/001/PWY","001","5P437-190013","","5P437-190013/001/PWY","3","","2019-12-03","","","2021-01-20","358452.00","22896297.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Highest Combined Rating of Technical Merit and Price","Cote combinée la plus élevée pour le mérite technique et le prix","","","*None","*Aucun","","","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","HAZELWOOD CONSTRUCTION SERVICES INC","HAZELWOOD CONSTRUCTION SERVICES INC","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","20 to 49 employees","20 à 49 employés","1930 Bollinger Road","1930 Bollinger Road","Nanaimo","Nanaimo","British Columbia","British Columbia","V9S5W9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Parks Canada","Parcs Canada","PACIFIC RIM NATL PARK  RESERVE","N/D","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","","","","","","","","","","","","","","","",""
"HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~002)","HAZELWOOD CONSTRUCTION SERVICES INC (5P437-190013/001/PWY~002)","5P437-190013/001/PWY","002","5P437-190013","","5P437-190013/001/PWY","3","","2020-02-26","","","2021-01-20","603044.00","22896297.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Highest Combined Rating of Technical Merit and Price","Cote combinée la plus élevée pour le mérite technique et le prix","","","*None","*Aucun","","","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","HAZELWOOD CONSTRUCTION SERVICES INC","HAZELWOOD CONSTRUCTION SERVICES INC","Hazelwood Construction Services Inc","Hazelwood Construction Services Inc","20 to 49 employees","20 à 49 employés","1930 Bollinger Road","1930 Bollinger Road","Nanaimo","Nanaimo","British Columbia","British Columbia","V9S5W9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Parks Canada","Parcs Canada","PACIFIC RIM NATL PARK  RESERVE","N/D","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","P.O. BOX 280<br>2040 PACIFIC RIM HWY,UCLUELET,British Columbia,V0R3A0,Canada","","","","","","","","","","","","","","","",""
"44980 NFLD INC (EA003-200202/001/PWD~000)","44980 NFLD INC (EA003-200202/001/PWD~000)","EA003-200202/001/PWD","000","EA003-200202","","EA003-200202/001/PWD","4","","2019-06-24","","","2019-08-13","448576.00","403349.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","J J's TRUCKING","J J's TRUCKING","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","1 to 4 employees","1 à 4 employés","P.O. Box 570<br>Station C,","P.O. Box 570<br>Station C,","Goose Bay, Labrador","Goose Bay, Labrador","Newfoundland and Labrador","Newfoundland and Labrador","A0P1C0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","PROJECT MGNT RPS","N/D","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","","","","","","","","","","","","","","","",""
"44980 NFLD INC (EA003-200202/001/PWD~001)","44980 NFLD INC (EA003-200202/001/PWD~001)","EA003-200202/001/PWD","001","EA003-200202","","EA003-200202/001/PWD","4","","2019-09-05","","","2019-08-13","0.00","403349.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","J J's TRUCKING","J J's TRUCKING","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","1 to 4 employees","1 à 4 employés","P.O. Box 570<br>Station C,","P.O. Box 570<br>Station C,","Goose Bay, Labrador","Goose Bay, Labrador","Newfoundland and Labrador","Newfoundland and Labrador","A0P1C0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","PROJECT MGNT RPS","N/D","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","","","","","","","","","","","","","","","",""
"44980 NFLD INC (EA003-200202/001/PWD~002)","44980 NFLD INC (EA003-200202/001/PWD~002)","EA003-200202/001/PWD","002","EA003-200202","","EA003-200202/001/PWD","4","","2019-09-26","","","2019-09-30","0.00","403349.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","J J's TRUCKING","J J's TRUCKING","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","1 to 4 employees","1 à 4 employés","P.O. Box 570<br>Station C,","P.O. Box 570<br>Station C,","Goose Bay, Labrador","Goose Bay, Labrador","Newfoundland and Labrador","Newfoundland and Labrador","A0P1C0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","PROJECT MGNT RPS","N/D","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","","","","","","","","","","","","","","","",""
"44980 NFLD INC (EA003-200202/001/PWD~003)","44980 NFLD INC (EA003-200202/001/PWD~003)","EA003-200202/001/PWD","003","EA003-200202","","EA003-200202/001/PWD","4","","2019-12-03","","","2019-09-30","-45227.00","403349.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","J J's TRUCKING","J J's TRUCKING","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","44980 NFLD INC","1 to 4 employees","1 à 4 employés","P.O. Box 570<br>Station C,","P.O. Box 570<br>Station C,","Goose Bay, Labrador","Goose Bay, Labrador","Newfoundland and Labrador","Newfoundland and Labrador","A0P1C0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","PROJECT MGNT RPS","N/D","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","JOHN CABOT BLDG<br>10 BARTERS HILL P.O.BOX 4600,ST JOHNS,Newfoundland and Labrador,A1C5T2,Canada","","","","","","","","","","","","","","","",""
"VAUGHN MCMANUS CONSTRUCTION LTD (EB144-202376/001/PWA~000)","VAUGHN MCMANUS CONSTRUCTION LTD (EB144-202376/001/PWA~000)","EB144-202376/001/PWA","000","EB144-202376","","EB144-202376/001/PWA","1","","2020-02-03","","","2020-03-31","257941.00","257941.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Vaughn McManus Construction Limited","Vaughn McManus Construction Limited","VAUGHN MCMANUS CONSTRUCTION LTD","VAUGHN MCMANUS CONSTRUCTION LTD","Vaughn McManus Construction Limited","Vaughn McManus Construction Limited","5 to 9 employees","5 à 9 employés","RR # 1 West Bay Road<br>515 Riverside Road","RR # 1 West Bay Road<br>515 Riverside Road","Kingsville","Kingsville","Nova Scotia","Nova Scotia","B0E3L0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","RPS PROJ.MGNT","N/D","3RD FL.<br>1713 BEDFORD ROW  P.O.BOX 2247,HALIFAX,Nova Scotia,B3J3C9,Canada","3RD FL.<br>1713 BEDFORD ROW  P.O.BOX 2247,HALIFAX,Nova Scotia,B3J3C9,Canada","","","","","","","","","","","","","","","",""
"3089467 NOVA SCOTIA LTD (EC015-171619/001/PWB~002)","3089467 NOVA SCOTIA LTD (EC015-171619/001/PWB~002)","EC015-171619/001/PWB","002","EC015-171619","","EC015-171619/001/PWB","6","","2019-11-07","","","2019-12-31","0.00","2210070.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","3089467 Nova Scotia Limited","3089467 Nova Scotia Limited","3089467 NOVA SCOTIA LTD","3089467 NOVA SCOTIA LTD","3089467 Nova Scotia Limited","3089467 Nova Scotia Limited","10 to 19 employees","10 à 19 employés","77 Burkes Road","77 Burkes Road","Shad Bay","Shad Bay","Nova Scotia","Nova Scotia","B3T2B4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","A&ES MARINE","N/D","3RD FL.<br>1045 MAIN ST,MONCTON,New Brunswick,E1C1H1,Canada","3RD FL.<br>1045 MAIN ST,MONCTON,New Brunswick,E1C1H1,Canada","","","","","","","","","","","","","","","",""
"3089467 NOVA SCOTIA LTD (EC015-171619/001/PWB~003)","3089467 NOVA SCOTIA LTD (EC015-171619/001/PWB~003)","EC015-171619/001/PWB","003","EC015-171619","","EC015-171619/001/PWB","6","","2019-12-31","","","2020-03-31","0.00","2210070.00","CAD","","","*5114C","*Excavating and Earthmoving Work","*Excavation et terrassement","","","","*CNST","","","Competitive - Traditional","Concurrentielle - Traditionnelle","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","3089467 Nova Scotia Limited","3089467 Nova Scotia Limited","3089467 NOVA SCOTIA LTD","3089467 NOVA SCOTIA LTD","3089467 Nova Scotia Limited","3089467 Nova Scotia Limited","10 to 19 employees","10 à 19 employés","77 Burkes Road","77 Burkes Road","Shad Bay","Shad Bay","Nova Scotia","Nova Scotia","B3T2B4","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","A&ES MARINE","N/D","3RD FL.<br>1045 MAIN ST,MONCTON,New Brunswick,E1C1H1,Canada","3RD FL.<br>1045 MAIN ST,MONCTON,New Brunswick,E1C1H1,Canada","","","","","","","","","","","","","","","",""
